timestamp,test-class,test-method,time,description,result
2021-06-01 17:52:17.827,acme.testing.manager.task.ManagerTaskCreateTest,createTaskNegative,8512,"[9] recordIndex=12, title=creacion1, description=Creacion de nueva task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/20 15:00, workload=50.00, finished=true, privacy=false, execution_period=3, manager_id=21",OK
2021-06-01 17:52:26.121,acme.testing.manager.task.ManagerTaskCreateTest,createTaskNegative,7758,"[10] recordIndex=13, title=sexo sexo, description=Creacion de nueva task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=21",OK
2021-06-01 17:52:35.148,acme.testing.manager.task.ManagerTaskCreateTest,createTaskNegative,8406,"[11] recordIndex=14, title=creacion1, description=viagra cialis, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=21",OK
2021-06-01 17:52:43.396,acme.testing.manager.task.ManagerTaskCreateTest,createTaskNegative,7724,"[12] recordIndex=15, title=decimales1, description=Creacion de nueva task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.61, finished=false, privacy=true, execution_period=24, manager_id=21",OK
2021-06-01 17:52:52.262,acme.testing.manager.task.ManagerTaskCreateTest,createTaskNegative,8357,"[13] recordIndex=16, title=decimales2, description=Creacion de nueva task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.111, finished=false, privacy=true, execution_period=24, manager_id=21",OK
2021-06-01 17:53:16.219,acme.testing.manager.task.ManagerTaskListTest,listTask,7707,"[1] recordIndex=0, title=Crear repositorio de la clase Task, description=Crear repositorio de la clase Task para posterior implementación en Service, link=https://github.com/Antonio-Gonzalez-Gomez/DP2-G50-Sprint2/issues/2, startDate=2021/04/03 10:00, endingDate=2021/04/05 12:00, workload=6.00, finished=true, privacy=true, executionPeriod=50",OK
2021-06-01 17:53:24.754,acme.testing.manager.task.ManagerTaskListTest,listTask,7895,"[2] recordIndex=1, title=Crear lista de tasks para anonymous, description=Crear lista de las tasks para usuarios con anonymous, link=https://github.com/Antonio-Gonzalez-Gomez/DP2-G50-Sprint2/issues/8, startDate=2021/04/03 10:00, endingDate=2021/04/05 12:00, workload=8.00, finished=false, privacy=true, executionPeriod=50",OK
2021-06-01 17:53:51.221,acme.testing.manager.task.ManagerTaskDeleteTest,updateTaskPositive,10109,"[1] recordIndex=0, title1=Crear repositorio de la clase Task, title2=Crear lista de tasks para anonymous",OK
2021-06-01 17:54:20.989,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskPositive,13657,"[1] recordIndex=0, title=update1, description=Update de task 1, link=http://www.acme.com, start_date=2022/11/20 12:00, ending_date=2022/11/21 12:00, workload=15.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:54:35.292,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskPositive,13716,"[2] recordIndex=1, title=update2, description=Update de task 2, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=15.00, finished=true, privacy=false, execution_period=24, manager_id=18",OK
2021-06-01 17:54:44.88,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,8975,"[1] recordIndex=0, title=null, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:54:56.589,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,11223,"[2] recordIndex=0, title=update1, description=null, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:55:07.215,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9913,"[3] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=null, ending_date=2022/10/21 12:00, workload=10.00, finished=finished, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:55:17.2,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9473,"[4] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=null, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:55:26.08,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,8233,"[5] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=null, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:55:36.579,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9986,"[6] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2010/10/20 12:00, ending_date=2010/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:55:46.586,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9502,"[7] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/21 12:00, ending_date=2022/10/20 12:00, workload=10.00, finished=false, privacy=true, execution_period=-24, manager_id=18",OK
2021-06-01 17:55:55.648,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,8576,"[8] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/25 12:00, workload=100.00, finished=false, privacy=true, execution_period=120, manager_id=18",OK
2021-06-01 17:56:05.362,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,8922,"[9] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/20 15:00, workload=50.00, finished=true, privacy=false, execution_period=3, manager_id=18",OK
2021-06-01 17:56:15.263,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9302,"[10] recordIndex=0, title=sexo sexo, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:56:24.33,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,8526,"[11] recordIndex=0, title=update1, description=viagra cialis, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-01 17:56:34.019,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9079,"[12] recordIndex=0, title=decimales1, description=Creacion de nueva task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.61, finished=false, privacy=true, execution_period=24, manager_id=21",OK
2021-06-01 17:56:44.181,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9588,"[13] recordIndex=0, title=decimales2, description=Creacion de nueva task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.111, finished=false, privacy=true, execution_period=24, manager_id=21",OK
