timestamp,simple-path,time
2021-06-01 17:44:10.188,/master/welcome,1353
2021-06-01 17:44:11.142,/master/welcome,888
2021-06-01 17:44:12.616,/master/sign-in,1264
2021-06-01 17:44:14.081,/master/welcome,612
2021-06-01 17:44:56.804,/master/welcome,982
2021-06-01 17:44:57.646,/master/welcome,805
2021-06-01 17:44:59.082,/master/sign-in,1272
2021-06-01 17:45:00.636,/master/welcome,638
2021-06-01 17:45:42.115,/master/welcome,980
2021-06-01 17:45:43.015,/master/welcome,845
2021-06-01 17:45:44.507,/master/sign-in,1324
2021-06-01 17:45:46.747,/master/welcome,1211
