timestamp,test-class,test-method,time,description,result
2021-06-03 20:41:51.864,acme.testing.authenticated.task.AuthenticatedTaskListTest,listTask,8304,"[1] recordIndex=0, title=Crear lista de tasks para administrator, description=Crear repositorio de la clase Task para posterior implementación en Service, link=https://github.com/Antonio-Gonzalez-Gomez/DP2-G50-Sprint2/issues/2, startDate=2021/04/03 10:00, endingDate=2021/04/05 12:00, workload=7.00, finished=true, privacy=false, executionPeriod=2000",Expected value '7.00' in attribute 3 of record 0, but found ''
